-6.89440580 -4.38025920
4.28805509 3.72048253
5.89628680 4.91382411
-9.78685867 -4.20470856
-8.12649770 10.92029970
-9.06692505 11.37587732
7.14841329 5.58036750
9.49889228 5.05965631
-10.15051434 -5.06184467
-8.06925320 9.88365579
-10.13236974 -3.57829413
-7.81292487 10.83942615
-10.57703395 -3.07725822
5.06836109 3.63264023
-8.32652612 10.10971356
8.33886805 4.80104048
-7.83543686 9.87199172
9.67207332 5.41139637
5.44313412 3.06467684
-7.81953325 -1.92145903
4.39148095 4.66302010
9.27935389 4.49955382
-8.39677977 -4.04114237
-6.00818224 -4.71240576
-7.51594758 9.71409415
-4.89735280 -2.04150944
-8.79065221 10.49976333
-6.51389547 -2.57780536
-8.41208231 -4.45038460
-8.39265941 10.97079706
-7.60858790 -5.51669486
4.99798058 1.94338696
9.20684476 3.49388237
10.37581077 5.73945532
-9.25308443 -3.23249468
-6.96567579 9.98255491
7.55858473 5.07618740
-4.45738865 -3.73382057
-7.26584027 9.38418151
-8.45753227 -4.72562929
8.44193378 1.27138276
9.77460750 2.87110592
-10.02518811 -3.56636272
-8.60766134 9.15035288
10.82197879 4.93032116
5.75590647 4.02325077
-7.70402697 -5.28330382
-9.05291890 -4.33239768
7.90708057 2.75271814
-6.02266092 -4.92348426
-11.21777806 -3.19840151
-5.81413926 -4.84080035
-6.68524087 -6.46874298
4.77305790 2.30029826
3.64637467 2.08240570
8.81697433 6.04914623
-8.65271550 10.37510182
6.69114330 3.44226083
10.72096394 5.30323494
6.63215360 1.61146400
-5.31315456 -4.13891804
-8.08410310 10.87844021
-10.52780627 10.17710752
3.51593640 2.57871163
-10.24613497 -3.22621451
10.28993751 4.95665022
-5.73669675 -5.06410675
-10.38068906 -3.90634513
8.77775963 5.71724289
9.82846490 4.82409001
5.75194587 3.45996664
-4.70967656 -3.24611032
9.67877583 6.24628949
9.50011884 5.45810313
4.49366892 2.48321503
-8.85400317 -3.47819705
-7.48763222 9.54805664
-6.73921424 -3.37807578
5.57411391 4.08791765
-6.81501778 -3.92973253
10.14848535 5.05981982
9.50786017 6.44601327
-8.44982869 -1.31407821
-11.42684495 -5.74382945
-8.67406741 9.25503386
-6.27492767 -3.90542683
4.83281025 1.18702945
-9.32744249 -5.21022934
-6.37889488 -4.40683676
8.95547615 4.38997565
-9.83043645 -3.08841252
-5.24206643 -5.99750470
-8.54726039 10.07023241
-5.98543535 -3.81652437
-6.58056518 9.48050795
-8.01857896 8.44474446
-9.78133104 -1.84511302
-10.33763375 -1.88633289
6.97128460 2.31153405
4.78740144 2.95423946
