45.204376	35.03164
35.319897	37.98568
32.292694	42.3728
36.776028	46.9407
38.517254	38.05672
34.30809	34.345024
31.621897	36.90232
36.26349	45.861736
45.04146	40.869846
42.19392	42.949646
41.91541	44.641884
36.990078	34.639008
46.908905	40.028965
32.008564	35.872044
40.759678	35.08501
41.60615	42.628235
34.77002	46.26461
34.127014	46.04774
41.81406	47.115417
39.036407	39.88219
46.13994	36.117092
32.096413	38.059807
44.60429	44.088478
34.511726	37.01531
38.979248	44.492455
32.277615	40.574417
32.544518	38.42778
38.02458	31.821463
33.70008	36.4945
39.228493	31.523731
41.455772	40.458595
43.817444	36.195316
32.682606	38.110497
40.86834	39.99601
42.582745	42.422913
48.233307	40.154392
38.78552	32.09183
34.895046	33.095547
44.890545	37.501892
37.474934	44.919075
41.041355	48.08969
45.44247	36.89836
32.567825	38.385464
41.877724	42.734493
45.23832	39.003025
39.21462	35.105255
39.83818	36.77198
42.41272	33.138393
44.013126	45.257618
44.26663	36.635277
46.6612	42.413563
33.179516	38.182583
34.30042	41.044567
36.587524	36.540985
32.598232	35.488182
37.30055	42.904144
41.9434	39.12328
39.333942	48.787437
45.186707	32.656242
32.24797	35.727383
36.18979	37.0341
45.674282	37.504192
42.022125	35.28187
34.23821	35.670464
44.767765	42.456097
46.312584	41.006325
36.363503	44.6062
43.624374	41.91627
38.253452	38.99685
34.866802	41.5874
41.157154	46.968315
47.51444	35.65663
38.622383	36.106865
33.159245	41.720875
35.12539	42.354668
34.376617	33.400963
45.643574	40.59084
46.721573	45.92579
35.49858	35.776836
39.071423	39.716312
45.899506	46.622433
35.618954	36.21359
32.574852	42.425186
36.921803	45.452377
42.239265	46.639317
45.99568	39.55576
44.396564	34.906155
36.398663	44.916916
33.85465	34.57604
35.225166	45.795277
42.469868	43.794052
44.971146	42.89196
41.991375	42.010643
43.23612	47.308876
38.596336	35.242447
43.580704	38.192673
38.12981	39.585686
36.01933	34.445118
44.740414	39.256863
45.26855	34.964996
37.723896	40.393246
35.757385	47.855797
35.5096	41.131447
34.22912	43.34918
47.80351	43.480957
31.746017	43.33467
35.620785	41.351566
43.550556	42.37267
38.799576	37.577503
38.53198	45.232292
42.395184	38.70815
31.765137	38.169353
38.301754	39.524998
41.9254	40.72631
39.354076	48.350334
32.795094	39.155804
43.948128	37.910854
38.58452	37.06262
43.868107	47.56336
42.077175	47.35542
38.87544	38.96469
34.349735	33.294685
43.28791	45.464825
38.692883	38.743313
33.581158	45.8719
38.485893	40.517128
35.79986	40.168137
34.682804	40.886314
35.63458	32.474197
42.13227	31.494764
38.835495	47.69394
46.475433	33.843376
41.255432	41.8739
