-3.59794854,-10.88365256
-10.36324441,-8.81156493
4.60420508,-11.39925955
3.30142869,-9.28850004
-7.94188167,-8.30107740
-8.95299000,-7.22703795
-8.15924630,-7.82926881
-6.67228420,-0.88004015
-10.13634503,-6.30633825
2.00217484,-11.20865512
4.62466471,-7.39237860
-8.48564367,-7.12039915
5.23600565,-10.21655087
-5.76009493,-9.68397985
-6.09316649,-0.24568575
-4.53074704,-11.42455748
4.38334258,-11.08190099
-4.95810264,-9.79111430
2.73832732,-9.01756463
-5.91066346,0.58571119
-10.06941680,-8.21815501
3.37872626,-10.38353020
3.31550439,-9.76002944
-8.37043919,-8.43730498
-3.62483316,-7.83890875
-11.20559131,-7.72031171
-6.09319073,-0.99774990
-4.12296629,-0.50523508
-6.02528389,0.26476976
-4.55597407,-10.89003983
5.13329739,-8.75447296
3.68719646,-10.01442284
3.75585443,-10.09043241
-4.43231462,-8.81879707
4.37346029,-8.30146820
-10.70804139,-5.87075321
-9.34705253,-7.92032548
-11.63553310,-7.28880330
-7.49440018,-9.66660884
-9.89374237,-7.14530217
-6.70886379,0.69872018
4.43055192,-9.15681169
4.67119456,-7.40938060
3.75403047,-7.86408565
2.37047507,-9.74055045
3.80375514,-9.69728004
2.61271556,-8.86916325
-4.57004236,-9.05671808
-5.03744991,0.32189232
-6.15217050,-10.58747291
-6.06189226,-0.07561346
-5.92168656,0.90847431
-6.57546801,-2.74191762
3.74873930,-10.24513438
-5.17277296,0.86252159
3.39331683,-10.90409870
-5.91821511,-9.73036268
-6.40718942,-0.37564964
-9.59078468,-6.02179084
-5.40852587,-11.77926153
3.39719697,-8.77996820
-10.16111505,-6.38077092
-6.50132198,0.32299023
-7.97720839,-6.77917831
-5.89847605,-2.26379430
4.32532235,-7.90812667
5.74503205,-11.66602774
-4.96775786,-0.15316804
3.39318464,-8.95690058
-5.47739647,-11.40751985
-11.24715800,-7.62091861
4.91858830,-7.87511662
-8.16413185,-8.97312853
3.17421711,-9.62535069
-6.00545356,-1.06280236
-7.02279469,-1.74277266
2.80427611,-8.62591637
4.34538448,-10.76522643
3.91499107,-9.64996231
-11.15927819,-7.22125688
-6.97923099,-11.16594235
-9.90074015,-4.99804904
-10.57330488,-7.93870281
-10.49839131,-5.75775199
-10.83838552,-6.46656493
3.63151022,-9.08905957
-8.94781896,-7.63891721
-8.52656241,-9.40387797
4.61791648,-9.30779723
-3.49761465,-9.36710840
-3.05016718,-9.54301433
-10.24450755,-7.98386385
-4.76174921,-9.32489764
-7.24952440,-0.51232017
-5.52300021,-11.58551658
2.75499339,-8.56671736
5.11251170,-8.04941567
3.16095589,-8.76750283
4.63570789,-8.18805909
5.40892504,-10.38138795
-4.39043707,-9.48345328
4.37116105,-8.77643986
-4.99486388,-9.50743481
-7.87106919,-12.36360147
4.60556831,-9.69274720
2.77425822,-8.23598228
4.53528364,-9.10974767
2.60549577,-9.06881164
5.58622652,-8.46869017
-10.30107782,-7.44984478
2.91867410,-9.41802887
3.17113574,-7.72472141
3.70894622,-9.60408595
3.62174850,-11.08209613
5.72659347,-10.12242877
-7.66223206,-0.00621639
-10.26625575,-8.45491186
2.75419005,-11.53945993
-4.33758167,-10.30368361
-6.39545420,-10.36026785
-8.18776503,0.68417682
-5.20420125,-9.50977500
4.97232541,-9.69776363
-5.00149007,-10.49223301
-5.69092868,0.67546811
5.27420030,-8.90283156
5.24142842,-7.29367983
-10.20054680,-8.99462877
-6.14656454,-8.59884889
-3.99306019,-10.75494528
4.76822915,-9.95847670
-7.22847360,-1.83990706
3.52144311,-9.26356206
3.09287475,-8.51845803
1.70156905,-11.03859638
-9.13600054,-7.55890095
-11.02899509,-7.19332658
-2.96532912,0.81849817
4.58733249,-10.31590893
3.06864336,-9.43872340
-5.63923712,-10.53062191
-10.55787040,-5.38340150
-4.78092633,-10.88682466
-4.46791945,-10.71082289
3.51345431,-9.14794992
-9.82043114,-7.88183073
3.73702165,-7.76978601
-6.85390827,-0.50788411
4.90503413,-9.17797462
2.63607915,-10.35334362
-5.99625241,0.08102883
-6.00591549,-0.82135477
-5.55848266,-10.89489294
-8.26586058,-6.75598939
-9.25183241,-6.53170522
-5.70658899,-0.55108360
-4.96422028,-0.92187400
2.79732665,-8.44388182
-6.69826666,0.60737005
-8.25835389,-6.67514676
-8.59035011,-6.36264353
3.74740901,-10.11119121
-5.31466008,0.60500666
-2.44137089,-10.71909759
-10.21535252,-7.00065349
3.00739827,-8.49313632
-5.29751725,-10.86099684
3.73645067,-10.47301418
-5.96393088,0.39200170
-5.76957606,-9.89610269
4.01716272,-9.75634200
-5.28091144,-9.50719414
-4.86576150,-0.65967318
-4.26684363,-11.30401505
3.02368506,-8.73656775
-5.48777825,-9.07811089
-8.90414205,-8.96616119
-7.65778285,-1.43606250
2.37207018,-11.66746606
-5.77533968,-10.42360836
-10.34180986,-7.67837358
-5.11784539,-8.73466130
4.02788087,-9.37800180
-5.86119649,0.27883526
4.29127832,-9.94949362
-5.25719016,-1.48966196
-9.10066011,-8.14894036
-9.22435038,-7.75699204
-9.63992458,-8.85324864
-6.40372566,0.13319872
-9.56152995,-7.24357045
-11.06315886,-8.15133777
4.34171632,-10.84392942
2.78478305,-10.36530860
2.51658219,-8.71341550
-10.41387573,-6.29490747
-8.90451387,-8.12257789
4.64659322,-8.88931533
3.48815135,-10.18081211
-4.36633586,-10.10551449
4.46668081,-10.72081072
-3.39702569,-0.83359390
4.83616032,-8.24895877
-5.56567258,0.30323629
-5.94928775,-9.19974080
4.50219932,-8.75953666
-10.81197600,-7.12537281
-5.32296706,-0.71991898
-5.33963067,-0.43145182
3.69940101,-10.03271324
2.42224960,-11.47218914
-4.39306813,-9.11674535
2.54433337,-8.57859383
5.24405855,-7.24824830
-4.65679227,-8.94411670
-4.81874443,-10.20913543
-9.89760830,-7.98208498
4.59207654,-7.76384107
-10.41209687,-7.69686790
4.76172386,-8.87329657
2.95137360,-10.23229960
-7.22064593,1.59358184
4.51179309,-8.97097918
-4.86222798,-0.12844889
-6.21992116,-9.70994510
4.90575814,-12.04929606
-4.64525477,-0.82694872
-9.27654353,-8.19411436
4.08945637,-8.86096537
-9.69369244,-8.30671589
-5.98754118,-9.16158638
2.61805356,-9.41284976
-9.85771143,-7.19043261
-3.82193926,-10.37256633
5.25478816,-9.58483004
-7.00277181,0.72299674
-6.76897009,-11.00721168
-5.59412985,-8.99007395
3.10860925,-10.59424030
-5.57328920,-1.44507061
-10.14889815,-6.20921208
-5.98667419,-0.43877961
3.59105585,-8.96472857
2.07276481,-10.49455710
-6.08687950,-0.50806654
-7.03901487,0.33385367
5.51333438,-9.13696745
3.99058889,-11.37383771
-8.10230563,-6.55440985
-5.78397995,-1.22601575
-10.39117851,-8.38036685
4.60361195,-9.05899776
-9.29211702,-8.42192670
4.53633150,-8.94853780
3.62289107,-9.24945103
-6.13919813,-1.46014871
-8.91907970,-8.37509258
3.48511271,-8.85793343
-5.46233371,-10.63473645
3.65258948,-9.84366562
4.54236838,-11.11862713
-9.76084069,-7.39631143
-7.96545420,-7.27118951
5.23826842,-9.21016344
-4.62644006,-11.66240531
-7.13746826,-0.52318122
2.97191319,-9.97458068
4.84917176,-10.76909298
3.01694292,-10.82363138
5.21929630,-9.74112112
-9.46505671,-8.75953149
-5.87084701,-10.35765468
3.90776369,-8.71566873
-6.57177823,1.23696186
4.88785081,-8.02971605
-5.57219525,-0.37347542
-7.42786378,-6.84947112
-4.05486406,-9.56749531
4.60844893,-10.38528566
-10.63128435,-6.36972325
-11.14017286,-6.60782923
-3.88660897,-8.67836378
-5.87649615,-0.14405287
3.03312542,-9.35992106
-9.64420367,-7.79005136
3.77105588,-9.88286272
5.54088706,-8.86815718
4.47244770,-8.75357264
-6.43921632,-9.31965240
2.94335985,-9.47339169
3.73728289,-8.67120781
2.93248391,-10.56004063
-6.63022401,-7.30140109
-4.48327171,-9.96294704
-5.23074063,1.21626733
-5.31445994,-11.39669479
-8.80124747,-7.13829928
-4.54839820,-10.11971561
2.41474083,-11.01948135
-4.79659351,-10.44285307
2.94266751,-9.53552374
3.89888610,-8.37990904
5.04591029,-9.50546653
-3.20044308,-9.69666352
-5.15066659,1.03708451
-6.56320731,-0.71072362
2.98812023,-10.42706543
-4.71926549,-9.90058584
-5.22598131,-9.50890987
-6.32246855,0.30900158
4.95929709,-8.91638073
-3.13183053,-10.67524127
3.55952951,-10.29437369
-4.81776488,0.40624073
-4.39063259,-11.06794104
